SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,BIRTHS2010,BIRTHS2011,BIRTHS2012,DEATHS2010,DEATHS2011,DEATHS2012,NATURALINC2010,NATURALINC2011,NATURALINC2012,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,NETMIG2010,NETMIG2011,NETMIG2012,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,RBIRTH2011,RBIRTH2012,RDEATH2011,RDEATH2012,RNATURALINC2011,RNATURALINC2012,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RDOMESTICMIG2011,RDOMESTICMIG2012,RNETMIG2011,RNETMIG2012
50,2,3,17,51,Illinois,Fayette County,22140,22140,22130,22172,22014,-10,42,-158,63,232,225,67,201,214,-4,31,11,6,28,29,-11,-4,-195,-5,24,-166,-1,-13,-3,1784,1784,1784,1784,10.47356779,10.18422125,9.074082434,9.686325986,1.399485351,0.497895261,1.264051284,1.312632961,-0.180578755,-8.82632508,1.08347253,-7.51369212
50,2,3,17,53,Illinois,Ford County,14081,14081,14071,13969,14008,-10,-102,39,39,148,147,49,211,200,-10,-63,-53,3,10,10,-3,-63,84,0,-53,94,0,14,-2,410,410,410,410,10.55634807,10.50863209,15.04992867,14.29745863,-4.493580599,-3.788826536,0.713266762,0.714872931,-4.493580599,6.004932623,-3.780313837,6.719805555
50,2,3,17,55,Illinois,Franklin County,39561,39556,39576,39577,39407,20,1,-170,114,457,454,136,521,531,-22,-64,-77,0,1,3,40,74,-91,40,75,-88,2,-10,-5,517,517,517,517,11.54725658,11.49599919,13.16437785,13.44576117,-1.617121271,-1.949761977,0.02526752,0.075964752,1.86979647,-2.304264155,1.89506399,-2.228299402
50,2,3,17,57,Illinois,Fulton County,37069,37069,37043,36935,36651,-26,-108,-284,85,381,351,100,474,472,-15,-93,-121,1,11,12,-6,-14,-174,-5,-3,-162,-6,-12,-1,2683,2683,2683,2683,10.30035957,9.539858125,12.81462056,12.82852717,-2.514260997,-3.28866904,0.297385709,0.326148996,-0.378490903,-4.729160438,-0.081105193,-4.403011442
50,2,3,17,59,Illinois,Gallatin County,5589,5589,5583,5521,5430,-6,-62,-91,17,57,55,31,86,90,-14,-29,-35,0,2,2,10,-35,-58,10,-33,-56,-2,0,0,25,25,25,25,10.26657061,10.04474477,15.48991355,16.43685508,-5.223342939,-6.39211031,0.360230548,0.365263446,-6.304034582,-10.59263994,-5.943804035,-10.2273765
50,2,3,17,61,Illinois,Greene County,13886,13886,13868,13813,13576,-18,-55,-237,37,142,131,43,171,167,-6,-29,-36,0,4,5,-11,-31,-208,-11,-27,-203,-1,1,2,284,284,284,284,10.25974495,9.565884114,12.35504498,12.1946767,-2.095300025,-2.628792581,0.2890069,0.365110081,-2.239803475,-15.18857936,-1.950796575,-14.82346928
50,2,3,17,63,Illinois,Grundy County,50063,50063,50103,50097,50281,40,-6,184,167,662,668,111,371,376,56,291,292,5,15,14,-23,-313,-120,-18,-298,-106,2,1,-2,254,254,254,254,13.21357285,13.30968937,7.405189621,7.491681444,5.808383234,5.81800793,0.299401198,0.278945586,-6.24750499,-2.390962163,-5.948103792,-2.112016577
50,2,3,17,65,Illinois,Hamilton County,8457,8457,8455,8425,8370,-2,-30,-55,23,98,86,34,115,125,-11,-17,-39,0,1,1,10,-9,-16,10,-8,-15,-1,-5,-1,117,117,117,117,11.61137441,10.2411432,13.62559242,14.88538255,-2.014218009,-4.644239357,0.118483412,0.11908306,-1.066350711,-1.905328967,-0.947867299,-1.786245907
50,2,3,17,67,Illinois,Hancock County,19104,19104,19094,19057,18891,-10,-37,-166,51,198,184,52,194,210,-1,4,-26,0,3,4,-5,-50,-144,-5,-47,-140,-4,6,0,223,223,223,223,10.37980656,9.697480763,10.1701135,11.06777696,0.209693062,-1.370296195,0.157269796,0.210814799,-2.621163272,-7.589332771,-2.463893476,-7.378517972
50,2,3,17,69,Illinois,Hardin County,4320,4320,4306,4283,4258,-14,-23,-25,10,40,39,15,61,66,-5,-21,-27,0,0,0,-8,0,3,-8,0,3,-1,-2,-1,17,17,17,17,9.314239143,9.132420091,14.20421469,15.45486477,-4.88997555,-6.322444679,0,0,0,0.702493853,0,0.702493853
50,2,3,17,71,Illinois,Henderson County,7331,7331,7325,7206,7043,-6,-119,-163,13,56,50,25,80,85,-12,-24,-35,0,0,1,7,-92,-132,7,-92,-131,-1,-3,3,51,51,51,51,7.707659487,7.018036353,11.01094212,11.9306618,-3.303282637,-4.912625447,0,0.140360727,-12.66258344,-18.52761597,-12.66258344,-18.38725525
50,2,3,17,73,Illinois,Henry County,50486,50486,50424,50284,50155,-62,-140,-129,134,547,508,140,562,540,-6,-15,-32,2,8,11,-59,-130,-102,-57,-122,-91,1,-3,-6,724,724,724,724,10.86308933,10.11559255,11.16098026,10.75279523,-0.297890932,-0.63720268,0.158875164,0.219038421,-2.581721412,-2.031083543,-2.422846249,-1.812045122
50,2,3,17,75,Illinois,Iroquois County,29718,29718,29636,29477,29240,-82,-159,-237,72,310,295,104,359,347,-32,-49,-52,0,12,14,-47,-103,-198,-47,-91,-184,-3,-19,-1,468,468,468,468,10.48838665,10.04819729,12.14622841,11.81940494,-1.657841761,-1.771207657,0.406002064,0.4768636,-3.484851048,-6.744213771,-3.078848984,-6.267350171
50,2,3,17,77,Illinois,Jackson County,60218,60218,60356,60264,60071,138,-92,-193,166,699,670,103,452,422,63,247,248,45,164,179,29,-520,-624,74,-356,-445,1,17,4,4087,4087,4087,4087,11.59011773,11.13557984,7.494611176,7.013753272,4.09550655,4.121826568,2.719283701,2.975028047,-8.622119052,-10.37104749,-5.902835351,-7.396019446
50,2,3,17,79,Illinois,Jasper County,9698,9698,9703,9729,9614,5,26,-115,38,110,94,23,105,108,15,5,-14,1,6,6,-10,20,-108,-9,26,-102,-1,-5,1,54,54,54,54,11.32153149,9.719278292,10.80691643,11.16683038,0.514615068,-1.447552086,0.617538082,0.620379465,2.058460272,-11.16683038,2.675998353,-10.54645091
50,2,3,17,81,Illinois,Jefferson County,38827,38827,38786,38786,38720,-41,0,-66,122,472,470,117,435,437,5,37,33,1,5,7,-42,-42,-106,-41,-37,-99,-5,0,0,2203,2203,2203,2203,12.16933945,12.12809331,11.215387,11.27654633,0.953952457,0.851546977,0.128912494,0.180631177,-1.082864951,-2.735272108,-0.953952457,-2.554640931
50,2,3,17,83,Illinois,Jersey County,22985,22985,22950,22857,22742,-35,-93,-115,55,219,211,67,217,201,-12,2,10,2,7,7,-24,-97,-133,-22,-90,-126,-1,-5,1,848,848,848,848,9.561857358,9.254588916,9.47453446,8.815982807,0.087322898,0.43860611,0.305630144,0.307024277,-4.235160565,-5.83346126,-3.929530421,-5.526436983
50,2,3,17,85,Illinois,Jo Daviess County,22678,22677,22664,22703,22549,-13,39,-154,52,201,196,58,238,244,-6,-37,-48,5,13,15,-9,72,-119,-4,85,-104,-3,-9,-2,167,167,167,167,8.861066414,8.662600548,10.49220799,10.78405374,-1.631141579,-2.121453195,0.573103798,0.662954124,3.174113342,-5.259436047,3.74721714,-4.596481923
50,2,3,17,87,Illinois,Johnson County,12582,12582,12603,12625,12760,21,22,135,24,114,106,32,132,126,-8,-18,-20,1,6,6,27,40,151,28,46,157,1,-6,-2,1553,1553,1553,1553,9.037577295,8.351388615,10.46456318,9.927122316,-1.426985889,-1.575733701,0.475661963,0.47272011,3.171079753,11.89678944,3.646741716,12.36950955
50,2,3,17,89,Illinois,Kane County,515269,515269,516034,520223,522487,765,4189,2264,1800,7409,7323,690,2836,2920,1110,4573,4403,100,468,553,-473,-1262,-2716,-373,-794,-2163,28,410,24,6787,6787,6787,6787,14.29954152,14.04609144,5.473545655,5.600790249,8.825995868,8.445301186,0.903250835,1.060697605,-2.435689216,-5.209502163,-1.532438382,-4.148804557
50,2,3,17,91,Illinois,Kankakee County,113449,113449,113502,113541,113040,53,39,-501,376,1435,1452,240,1059,1100,136,376,352,17,49,57,-102,-360,-916,-85,-311,-859,2,-26,6,5107,5107,5107,5107,12.6407773,12.81660863,9.328629379,9.709551992,3.312147919,3.107056638,0.431636298,0.503131331,-3.171205454,-8.08540875,-2.739569157,-7.58227742
50,2,3,17,93,Illinois,Kendall County,114736,114736,115257,116718,118105,521,1461,1387,471,1714,1660,126,470,452,345,1244,1208,14,35,39,153,162,149,167,197,188,9,20,-9,208,208,208,208,14.77745447,14.13830843,4.052160793,3.849708078,10.72529367,10.28860035,0.301756655,0.332165078,1.396702231,1.269040937,1.698458886,1.601206015
50,2,3,17,95,Illinois,Knox County,52919,52919,52914,52675,52247,-5,-239,-428,119,528,525,176,653,605,-57,-125,-80,4,21,23,54,-118,-368,58,-97,-345,-6,-17,-3,3955,3955,3955,3955,10.00104178,10.00743409,12.36871265,11.53237643,-2.367670875,-1.524942338,0.397768707,0.438420922,-2.235081306,-7.014734755,-1.837312599,-6.576313833
50,2,3,17,97,Illinois,Lake County,703462,703360,704303,701575,702120,943,-2728,545,2156,8514,8434,963,4144,4162,1193,4370,4272,459,1200,2378,-745,-8365,-6160,-286,-7165,-3782,36,67,55,20709,20709,17882,17882,12.11200403,12.01685551,5.895248379,5.930063155,6.21675565,6.086792359,1.707118256,3.388200428,-11.90003685,-8.776835424,-10.19291859,-5.388634995
50,2,3,17,99,Illinois,LaSalle County,113924,113924,113816,113480,112973,-108,-336,-507,307,1266,1223,328,1247,1232,-21,19,-9,14,48,53,-106,-382,-548,-92,-334,-495,5,-21,-3,2950,2950,2950,2950,11.1396593,10.80135834,10.97247642,10.88084503,0.167182881,-0.079486693,0.422356751,0.468088301,-3.361255807,-4.839856394,-2.938899057,-4.371768093
50,2,3,17,101,Illinois,Lawrence County,16833,16833,16835,16716,16604,2,-119,-112,43,159,168,57,223,216,-14,-64,-48,0,0,0,17,-63,-65,17,-63,-65,-1,8,1,2471,2471,2471,2471,9.478107955,10.08403361,13.29319543,12.96518607,-3.815087479,-2.881152461,0,0,-3.755476737,-3.901560624,-3.755476737,-3.901560624
50,2,3,17,103,Illinois,Lee County,36031,36031,35931,35460,35037,-100,-471,-423,85,358,354,81,372,386,4,-14,-32,0,-2,-2,-96,-468,-394,-96,-470,-396,-8,13,5,2872,2872,2872,2872,10.0292754,10.04298055,10.4214817,10.9508206,-0.392206301,-0.90784005,-0.056029472,-0.056740003,-13.11089633,-11.17778061,-13.1669258,-11.23452062
50,2,3,17,105,Illinois,Livingston County,38950,38950,38863,38878,38647,-87,15,-231,118,465,479,121,378,368,-3,87,111,0,9,11,-85,-74,-355,-85,-65,-344,1,-7,2,3390,3390,3390,3390,11.96279955,12.3573041,9.724598346,9.493711706,2.238201207,2.86359239,0.231538056,0.283779426,-1.903757348,-9.158336021,-1.672219292,-8.874556595
50,2,3,17,107,Illinois,Logan County,30305,30305,30270,30250,30013,-35,-20,-237,80,293,293,91,317,313,-11,-24,-20,3,18,19,-27,-42,-238,-24,-24,-219,0,28,2,4361,4361,4361,4361,9.682749504,9.724042945,10.47587574,10.38780014,-0.793126239,-0.663757198,0.594844679,0.630569338,-1.387970919,-7.898710652,-0.793126239,-7.268141314
50,2,3,17,109,Illinois,McDonough County,32612,32612,32583,32496,32537,-29,-87,41,71,293,279,71,314,298,0,-21,-19,6,40,43,-30,-98,20,-24,-58,63,-5,-8,-3,4036,4036,4036,4036,9.004440757,8.580259253,9.649810231,9.164577984,-0.645369474,-0.58431873,1.229275189,1.322405548,-3.011724212,0.615072348,-1.782449023,1.937477896
50,2,3,17,111,Illinois,McHenry County,308760,308862,309223,308135,308145,361,-1088,10,880,3478,3427,447,1819,1791,433,1659,1636,76,304,343,-158,-3209,-1979,-82,-2905,-1636,10,158,10,1647,1647,1647,1647,11.26736837,11.12156812,5.892853093,5.812293114,5.374515273,5.309275005,0.984841858,1.113130395,-10.39591291,-6.4224054,-9.411071048,-5.309275005
50,2,3,17,113,Illinois,McLean County,169572,169572,169872,170739,172281,300,867,1542,520,2128,2012,266,1089,1084,254,1039,928,118,492,510,-75,-611,117,43,-119,627,3,-53,-13,10676,10676,10676,10676,12.49519246,11.7310944,6.394391256,6.320331176,6.100801207,5.410763221,2.888926077,2.973587546,-3.587670392,0.682175966,-0.698744315,3.655763512
50,2,3,17,115,Illinois,Macon County,110768,110768,110734,110616,110122,-34,-118,-494,346,1442,1392,291,1157,1157,55,285,235,13,53,61,-104,-413,-791,-91,-360,-730,2,-43,1,4059,4059,4059,4059,13.02913937,12.61223713,10.45403208,10.48301606,2.575107296,2.129221068,0.478879602,0.552691426,-3.731646713,-7.166867508,-3.252767111,-6.614176082
50,2,3,17,117,Illinois,Macoupin County,47765,47765,47791,47818,47231,26,27,-587,117,503,473,128,541,578,-11,-38,-105,2,9,13,39,54,-502,41,63,-489,-4,2,7,876,876,876,876,10.52202199,9.952761207,11.31692623,12.16214795,-0.794904245,-2.209386737,0.188266795,0.27354312,1.12960077,-10.56297278,1.317867565,-10.28942966
50,2,3,17,119,Illinois,Madison County,269282,269282,269327,268509,267883,45,-818,-626,804,3215,3107,661,2637,2668,143,578,439,41,137,177,-144,-1442,-1249,-103,-1305,-1072,5,-91,7,3754,3754,3754,3754,11.95531723,11.58481111,9.805963156,9.947948515,2.149354078,1.636862593,0.509448977,0.6599651,-5.362229378,-4.657041865,-4.852780401,-3.997076765
50,2,3,17,121,Illinois,Marion County,39437,39437,39434,39008,38894,-3,-426,-114,127,487,475,146,475,434,-19,12,41,0,1,3,21,-521,-154,21,-520,-151,-5,82,-4,758,758,758,758,12.41681752,12.19480886,12.11085898,11.14220431,0.305958543,1.052604554,0.025496545,0.077019845,-13.28370006,-3.9536854,-13.25820351,-3.876665554
50,2,3,17,123,Illinois,Marshall County,12640,12640,12619,12495,12327,-21,-124,-168,30,129,129,50,167,154,-20,-38,-25,2,11,12,-2,-90,-156,0,-79,-144,-1,-7,1,255,255,255,255,10.27315442,10.39400532,13.29935494,12.40834743,-3.026200526,-2.014342116,0.876005415,0.966884216,-7.167317034,-12.5694948,-6.291311619,-11.60261059
50,2,3,17,125,Illinois,Mason County,14666,14666,14635,14468,14327,-31,-167,-141,44,136,125,58,192,194,-14,-56,-69,2,6,8,-18,-110,-80,-16,-104,-72,-1,-7,0,206,206,206,206,9.346115521,8.682062858,13.19451603,13.47456156,-3.848400509,-4.792498698,0.412328626,0.555652023,-7.559358142,-5.556520229,-7.147029516,-5.000868206
50,2,3,17,127,Illinois,Massac County,15429,15429,15415,15359,15234,-14,-56,-125,37,200,190,62,199,189,-25,1,1,1,4,4,16,-65,-131,17,-61,-127,-6,4,1,292,292,292,292,12.99798531,12.42114209,12.93299539,12.35576766,0.064989927,0.065374432,0.259959706,0.261497728,-4.224345226,-8.5640506,-3.96438552,-8.302552872
50,2,3,17,129,Illinois,Menard County,12705,12705,12698,12720,12722,-7,22,2,32,128,121,34,133,143,-2,-5,-22,0,0,2,-4,19,22,-4,19,24,-1,8,0,154,154,154,154,10.0716028,9.511830831,10.46502479,11.24125462,-0.393421984,-1.729423787,0,0.157220344,1.495003541,1.729423787,1.495003541,1.886644132
50,2,3,17,131,Illinois,Mercer County,16434,16434,16428,16371,16219,-6,-57,-152,46,152,153,50,173,178,-4,-21,-25,0,1,1,-2,-49,-129,-2,-48,-128,0,12,1,185,185,185,185,9.268575261,9.389383246,10.54910211,10.9235962,-1.280526845,-1.534212949,0.060977469,0.061368518,-2.987895972,-7.916538816,-2.926918504,-7.855170298
50,2,3,17,133,Illinois,Monroe County,32957,32957,32999,33277,33357,42,278,80,84,358,343,74,271,292,10,87,51,2,5,5,33,181,28,35,186,33,-3,5,-4,343,343,343,343,10.80330738,10.29504457,8.177922627,8.764294504,2.625384755,1.530750068,0.150884181,0.150073536,5.462007363,0.840411802,5.612891545,0.990485338
50,2,3,17,135,Illinois,Montgomery County,30104,30104,30075,29784,29620,-29,-291,-164,76,296,286,89,390,382,-13,-94,-96,0,1,3,-14,-185,-69,-14,-184,-66,-2,-13,-2,2419,2419,2419,2419,9.88990795,9.628981213,13.03062196,12.8610868,-3.140714011,-3.232105582,0.033411851,0.101003299,-6.181192469,-2.323075887,-6.147780618,-2.222072588
50,2,3,17,137,Illinois,Morgan County,35547,35547,35532,35551,35272,-15,19,-279,95,372,351,79,376,363,16,-4,-12,0,3,5,-30,22,-271,-30,25,-266,-1,-2,-1,3064,3064,3064,3064,10.46663759,9.912034226,10.57918208,10.25090719,-0.11254449,-0.338872965,0.084408368,0.141197069,0.618994696,-7.652881126,0.703403064,-7.511684057
50,2,3,17,139,Illinois,Moultrie County,14846,14846,14847,14908,14933,1,61,25,48,177,157,57,175,162,-9,2,-5,0,0,1,11,55,30,11,55,31,-1,4,-1,395,395,395,395,11.89716014,10.52243558,11.76272895,10.85754499,0.134431188,-0.335109413,0,0.067021883,3.696857671,2.010656479,3.696857671,2.077678362
50,2,3,17,141,Illinois,Ogle County,53497,53497,53456,53163,52848,-41,-293,-315,139,546,526,112,487,464,27,59,62,3,-4,-2,-68,-370,-376,-65,-374,-378,-3,22,1,525,525,525,525,10.24207693,9.923498505,9.135332352,8.753808567,1.106744577,1.169689938,-0.075033531,-0.037731933,-6.940601581,-7.093603494,-7.015635112,-7.131335427
50,2,3,17,143,Illinois,Peoria County,186494,186494,186278,186732,187254,-216,454,522,647,2634,2643,377,1777,1711,270,857,932,71,285,315,-557,-623,-714,-486,-338,-399,0,-65,-11,4979,4979,4979,4979,14.12294577,14.13421893,9.527894695,9.150075137,4.595051071,4.984143792,1.528109166,1.684555037,-3.340393019,-3.81832475,-1.812283853,-2.133769713
50,2,3,17,145,Illinois,Perry County,22350,22350,22335,22232,22058,-15,-103,-174,50,193,211,62,240,230,-12,-47,-19,0,6,6,-2,-58,-161,-2,-52,-155,-1,-4,0,2500,2500,2500,2500,8.66111697,9.528110183,10.7703009,10.38609167,-2.109183925,-0.857981486,0.269257522,0.270941522,-2.602822716,-7.270264168,-2.333565194,-6.999322646
50,2,3,17,147,Illinois,Piatt County,16729,16729,16722,16681,16504,-7,-41,-177,42,152,155,44,158,164,-2,-6,-9,0,2,3,-4,-38,-172,-4,-36,-169,-1,1,1,72,72,72,72,9.100978954,9.341569986,9.460228123,9.883983728,-0.359249169,-0.542413741,0.119749723,0.18080458,-2.275244738,-10.36612928,-2.155495015,-10.18532469
50,2,3,17,149,Illinois,Pike County,16430,16430,16393,16389,16308,-37,-4,-81,40,196,189,54,192,191,-14,4,-2,0,0,0,-18,-1,-79,-18,-1,-79,-5,-7,0,627,627,627,627,11.95778171,11.56069364,11.71374535,11.68302902,0.244036361,-0.122335382,0,0,-0.06100909,-4.832247607,-0.06100909,-4.832247607
50,2,3,17,151,Illinois,Pope County,4470,4470,4457,4443,4272,-13,-14,-171,6,32,31,17,42,30,-11,-10,1,0,0,0,0,-2,-165,0,-2,-165,-2,-2,-7,389,389,389,389,7.191011236,7.11417097,9.438202247,6.884681584,-2.247191011,0.229489386,0,0,-0.449438202,-37.86574871,-0.449438202,-37.86574871
50,2,3,17,153,Illinois,Pulaski County,6161,6161,6140,6034,5998,-21,-106,-36,16,60,57,36,61,69,-20,-1,-12,3,17,17,-4,-124,-40,-1,-107,-23,0,2,-1,21,21,21,21,9.85707245,9.474734043,10.02135699,11.46941489,-0.164284541,-1.994680851,2.792837194,2.825797872,-20.37128306,-6.64893617,-17.57844587,-3.823138298
50,2,3,17,155,Illinois,Putnam County,6006,6006,5993,5975,5886,-13,-18,-89,10,53,52,17,50,75,-7,3,-23,0,0,0,-4,-19,-66,-4,-19,-66,-2,-2,0,2,2,2,2,8.856951872,8.768232021,8.355614973,12.64648849,0.501336898,-3.878256471,0,0,-3.17513369,-11.12890987,-3.17513369,-11.12890987
50,2,3,17,157,Illinois,Randolph County,33476,33476,33435,33262,32956,-41,-173,-306,80,355,349,89,369,393,-9,-14,-44,0,-1,1,-33,-140,-267,-33,-141,-266,1,-18,4,4298,4298,4298,4298,10.64515645,10.54094053,11.06496544,11.86988432,-0.419808987,-1.328943792,-0.029986356,0.030203268,-4.198089869,-8.064272554,-4.228076225,-8.034069286
50,2,3,17,159,Illinois,Richland County,16233,16233,16217,16223,16176,-16,6,-47,45,191,189,61,188,197,-16,3,-8,2,13,14,-1,-6,-52,1,7,-38,-1,-4,-1,364,364,364,364,11.7755857,11.66702676,11.59062885,12.16086916,0.184956843,-0.493842403,0.801479655,0.864224205,-0.369913687,-3.209975617,0.431565968,-2.345751412
50,2,3,17,161,Illinois,Rock Island County,147546,147546,147612,147397,147457,66,-215,60,491,1922,1868,341,1443,1434,150,479,434,66,224,240,-151,-863,-612,-85,-639,-372,1,-55,-2,4313,4313,4313,4313,13.03011095,12.67067769,9.782752391,9.726847864,3.247358555,2.943829828,1.518597738,1.627924329,-5.850668963,-4.151207038,-4.332071225,-2.523282709
50,2,3,17,163,Illinois,St. Clair County,270056,270056,270380,270119,268858,324,-261,-1261,859,3593,3529,554,2461,2497,305,1132,1032,93,115,527,-72,-1415,-2857,21,-1300,-2330,-2,-93,37,4451,4451,4478,4478,13.29512173,13.09517846,9.106399827,9.265701505,4.188721903,3.829476954,0.425532702,1.955556545,-5.235902379,-10.60156556,-4.810369677,-8.646009013
50,2,3,17,165,Illinois,Saline County,24913,24913,24943,24936,24946,30,-7,10,72,292,302,93,360,336,-21,-68,-34,2,5,6,49,69,41,51,74,47,0,-13,-3,878,878,878,878,11.70833417,12.10857624,14.43493254,13.47179343,-2.726598368,-1.363217193,0.200485174,0.24056774,2.766695403,1.643879556,2.967180577,1.884447296
50,2,3,17,167,Illinois,Sangamon County,197465,197465,197875,198949,199271,410,1074,322,645,2405,2366,429,1912,1969,216,493,397,42,155,190,149,467,-256,191,622,-66,3,-41,-9,3966,3966,3966,3966,12.12124267,11.88287881,9.636513921,9.889006077,2.484728746,1.993872734,0.78120275,0.954246397,2.353688285,-1.28572146,3.134891035,-0.331475064
50,2,3,17,169,Illinois,Schuyler County,7544,7544,7540,7467,7457,-4,-73,-10,21,60,70,25,81,79,-4,-21,-9,0,2,4,1,-55,-4,1,-53,0,-1,1,-1,463,463,463,463,7.996268408,9.380863039,10.79496235,10.586974,-2.798693943,-1.206110962,0.26654228,0.536049317,-7.329912707,-0.536049317,-7.063370427,0
50,2,3,17,171,Illinois,Scott County,5355,5355,5335,5241,5290,-20,-94,49,8,55,55,22,49,57,-14,6,-2,0,0,0,-6,-108,51,-6,-108,51,0,8,0,43,43,43,43,10.40090772,10.44535182,9.266263238,10.82518279,1.134644478,-0.379830975,0,0,-20.42360061,9.685689868,-20.42360061,9.685689868
50,2,3,17,173,Illinois,Shelby County,22363,22363,22335,22266,22196,-28,-69,-70,56,231,234,68,233,245,-12,-2,-11,0,1,2,-15,-56,-59,-15,-55,-57,-1,-12,-2,205,205,205,205,10.35851214,10.52584229,10.44819623,11.02064684,-0.089684088,-0.494804552,0.044842044,0.089964464,-2.511154458,-2.653951689,-2.466312415,-2.563987225
50,2,3,17,175,Illinois,Stark County,5994,5994,5965,5853,5946,-29,-112,93,15,59,45,24,73,68,-9,-14,-23,0,8,9,-18,-106,114,-18,-98,123,-2,0,-7,92,92,92,92,9.984768996,7.627765065,12.35403622,11.52640054,-2.369267219,-3.898635478,1.353866983,1.525553013,-17.93873752,19.3236715,-16.58487054,20.84922451
50,2,3,17,177,Illinois,Stephenson County,47711,47711,47687,47418,46959,-24,-269,-459,134,512,510,135,534,551,-1,-22,-41,5,5,9,-25,-250,-432,-20,-245,-423,-3,-2,5,835,835,835,835,10.76704695,10.80771798,11.2296935,11.67657374,-0.462646549,-0.868855759,0.105146943,0.190724435,-5.257347143,-9.154772879,-5.1522002,-8.964048444
50,2,3,17,179,Illinois,Tazewell County,135394,135394,135436,135671,135949,42,235,278,387,1586,1517,333,1367,1370,54,219,147,3,17,25,-12,67,113,-9,84,138,-3,-68,-7,2843,2843,2843,2843,11.70017742,11.17001694,10.08457915,10.08762241,1.615598269,1.082394522,0.125411738,0.184080701,0.49426979,0.832044768,0.619681528,1.016125469
50,2,3,17,181,Illinois,Union County,17808,17808,17762,17712,17647,-46,-50,-65,40,193,181,58,210,224,-18,-17,-43,2,13,14,-31,-41,-34,-29,-28,-20,1,-5,-2,566,566,566,566,10.88120877,10.23784609,11.83965721,12.67004157,-0.958448441,-2.432195481,0.732931161,0.791877598,-2.311552123,-1.92313131,-1.578620962,-1.131253712
50,2,3,17,183,Illinois,Vermilion County,81625,81625,81581,81367,80727,-44,-214,-640,265,1096,1055,195,971,936,70,125,119,7,32,35,-114,-364,-795,-107,-332,-760,-7,-7,1,2903,2903,2903,2903,13.45214424,13.0171382,11.91791246,11.54885437,1.53423178,1.468283835,0.392763336,0.431848187,-4.467682942,-9.809123101,-4.074919606,-9.377274915
50,2,3,17,185,Illinois,Wabash County,11947,11947,11915,11837,11727,-32,-78,-110,29,148,141,46,143,135,-17,5,6,0,0,0,-14,-92,-119,-14,-92,-119,-1,9,3,88,88,88,88,12.46210845,11.96740791,12.04109128,11.45815651,0.421017178,0.5092514,0,0,-7.746716066,-10.10015278,-7.746716066,-10.10015278
50,2,3,17,187,Illinois,Warren County,17707,17707,17705,17824,17731,-2,119,-93,54,189,192,55,182,191,-1,7,1,6,13,17,-7,108,-110,-1,121,-93,0,-9,-1,1116,1116,1116,1116,10.63919615,10.80016875,10.24515185,10.74391787,0.394044302,0.056250879,0.731796561,0.956264942,6.079540657,-6.187596681,6.811337218,-5.23133174
50,2,3,17,189,Illinois,Washington County,14716,14716,14690,14562,14598,-26,-128,36,34,135,120,46,142,138,-12,-7,-18,0,0,1,-14,-122,52,-14,-122,53,0,1,1,246,246,246,246,9.23013811,8.230452675,9.708737864,9.465020576,-0.478599754,-1.234567901,0,0.068587106,-8.341309996,3.566529493,-8.341309996,3.635116598
50,2,3,17,191,Illinois,Wayne County,16760,16760,16742,16601,16574,-18,-141,-27,50,189,188,59,216,212,-9,-27,-24,0,0,0,-8,-118,0,-8,-118,0,-1,4,-3,76,76,76,76,11.33671235,11.33383572,12.95624269,12.78070837,-1.619530336,-1.446872645,0,0,-7.077947395,0,-7.077947395,0
50,2,3,17,193,Illinois,White County,14665,14665,14631,14597,14568,-34,-34,-29,40,168,166,57,245,228,-17,-77,-62,0,1,1,-16,48,35,-16,49,36,-1,-6,-3,391,391,391,391,11.49582592,11.38350763,16.76474613,15.63517915,-5.268920213,-4.251671524,0.068427535,0.068575347,3.284521692,2.400137151,3.352949227,2.468712498
50,2,3,17,195,Illinois,Whiteside County,58498,58498,58465,58240,57846,-33,-225,-394,184,667,643,153,630,635,31,37,8,2,23,25,-66,-262,-430,-64,-239,-405,0,-23,3,1012,1012,1012,1012,11.43052997,11.0779939,10.79645259,10.94016505,0.634077375,0.137828851,0.394156206,0.43071516,-4.489953301,-7.408300743,-4.095797095,-6.977585583
50,2,3,17,197,Illinois,Will County,677560,677560,678883,680584,682518,1323,1701,1934,2181,8609,8492,885,3934,3977,1296,4675,4515,201,710,790,-167,-3661,-3397,34,-2951,-2607,-7,-23,26,8547,8547,8547,8547,12.66525778,12.45981592,5.787562331,5.835219962,6.87769545,6.624595958,1.04452701,1.159120888,-5.38593434,-4.984219816,-4.341407331,-3.825098929
